,id,text
24,1452657107610726404,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
25,1452654573487861767,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
26,1452654173133189124,M1 Max is en route #techtober
27,1452654088282419201,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
28,1452653688917528583,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
29,1452650577004056588,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
30,1452648405667299341,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
31,1452646808870547462,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
32,1452646017321488388,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
33,1452644900634173440,RT @willduwiildu: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
34,1452642992083193865,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
35,1452640662977867779,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
36,1452636156399521801,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
37,1452634437867479040,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
38,1452634006726533120,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
39,1452633565083090952,@PGelsinger #Techtober #IntelOn
40,1452629112233758731,"minggu yang gila, semua akan review MacBook Pro, AirPods 3, HomePod Mini, Google Pixel 6, &amp; Sony Xperia Event 🤯 #techtober"
41,1452628326435090434,RT @willduwiildu: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
42,1452625922847219719,Guys when is the embargo for pixels lifting??? #techtober @googlepixel @MKBHD @Mrwhosetheboss @SuperSaf
43,1452625157562912783,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
44,1452624429436051456,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
45,1452623616151986180,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
46,1452620121793564680,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
47,1452619619865407494,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
48,1452618782736801796,#techtober #techtober #techtober @MKBHD https://t.co/2nmS8zYUWu
49,1452616830175023106,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
50,1452612649724809222,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
51,1452610018352799748,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
52,1452609874156822538,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
53,1452606566096535554,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
54,1452604968423333908,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
55,1452604964665126918,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
56,1452604410152964099,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
57,1452603403121528833,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
58,1452602805349457921,@SuperSaf @willduwiildu Techtober has us all thinking the same thing across the globe 🤘#Techtober https://t.co/nwNdDitah2
59,1452602489715449860,I hear there will be a LOT of videos dropping today? 🤔 #Techtober
60,1452597443275677701,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
61,1452597190413758464,RT @willduwiildu: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
62,1452596999266742276,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
63,1452596973794729987,RT @willduwiildu: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
64,1452596896493604864,I hear there will be a LOT of videos dropping today? 🤔 #Techtober
65,1452596856760930304,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
66,1452596785679982594,RT @SuperSaf: I hear there will be a LOT of videos dropping today? 🤔 #Techtober
67,1452596683964129284,I hear there will be a LOT of videos dropping today? 🤔 #Techtober
68,1452585581326659589,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
69,1452584219109208068,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
70,1452582992958967815,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
71,1452582406356094976,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
72,1452577579760824322,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
73,1452574183200808969,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
74,1452570941121122308,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
75,1452569124165533704,"RT @jolladevices: [Store POLL]
Which of these devices you want to see it available this fall?
#poll #techtober #jolladevicestore"
76,1452567617110253570,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
77,1452562325710327817,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
78,1452561853020835847,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
79,1452560783888588809,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
80,1452560165740371968,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
81,1452559655620730884,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
82,1452558904206970880,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
83,1452557807241281539,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
84,1452556619376517120,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
85,1452552070301618178,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
86,1452549898252001286,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
87,1452548985852416005,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
88,1452547425122635782,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
89,1452541128935346177,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
90,1452539993151397892,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
91,1452538485978451975,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
92,1452538293678190595,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
93,1452537853779472386,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
94,1452536545949409281,RT @Techwithdom: Tech Tip: Not working? Turn it off and on again! 😀 #MondayMotivation #mondaythoughts #tech #techsupport #itsupport #tech #…
95,1452534233294069760,"[Store POLL]
Which of these devices you want to see it available this fall?
#poll #techtober #jolladevicestore"
96,1452533585861398529,Tech Tip: Not working? Turn it off and on again! 😀 #MondayMotivation #mondaythoughts #tech #techsupport #itsupport #tech #technology #lifetips #life #remotework #techtober #computers #electronics #MondayMorning #Monday #ADVICE
97,1452529102322294784,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
98,1452527744852664324,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
99,1452525602972606466,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452524067198836736,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452523378741583877,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452522928977887234,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452521610716532738,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452521400749772804,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452520587637583873,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452519677104730112,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452519551007174659,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452519153173204992,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452516894611750915,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452516586796064768,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452515238205612036,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452513875996278786,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452511669444386819,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452511034464419841,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452510047947268097,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452509742035779588,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452509627338276866,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452506864915206148,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452505198723731456,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452503400055128067,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452503204227321861,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452501492808646659,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452500750249168905,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452499456004296712,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452498734374400005,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452494638879678467,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452491953258516483,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452491246627221510,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452491014883528708,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452490252442996741,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452489972037169153,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452489310339354626,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452488211159261187,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452486412180152328,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452486058550169600,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452484348779786243,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452483906524127238,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452482509594193920,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452481969217015812,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452480076805640198,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452479651528384516,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452479359495782401,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452478835048341507,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452477092101165066,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452474809493835776,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452473923090542597,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452473841561718790,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452472647736971269,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452470150515486722,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452470101282725889,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452469512767356933,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452469497487499266,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452469033144655881,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452468937996836875,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452468212981981184,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452464760562278408,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452464549198585860,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452462631634173952,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452460859796557826,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452460365426593795,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452459039103717378,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452457045349765129,#Techtober
3,1452456443928588290,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452455533844172803,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452455481075658752,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452455189504421890,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452454520399691776,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452454403949137928,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452454204497268736,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452453062841413643,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452452115557744640,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452451474609410049,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452450821476524033,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452449416661590019,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452449358268542979,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452448855308570628,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452448633903718401,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452447343186485249,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452447126575886338,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452446921709211653,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452446105254383617,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452445251428311042,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452444265942900751,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452441648109998082,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452439712346542085,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452439701068165123,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452437953838522371,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452436568967364609,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452435685353443332,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452435119713619968,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452435053166964740,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452435017234194435,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452434953891991554,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452434345159839751,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452434070244261889,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452434002510557191,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452433333435125761,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452432954144198659,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452432753249619977,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452432535858917384,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452431927068221448,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452431585324765187,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452430860167299073,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452430153288663043,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452430077317242880,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452429417549074435,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452429279430471681,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452429186400935937,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452429167291731974,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452428766245007363,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452428634086682625,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452428177935114242,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452427987303997445,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452427621451640835,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452427514354102273,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452427254991048704,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452427195662614531,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452426638445142021,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
9,1452426490981720068,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
0,1452426233720057858,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
1,1452426216598818816,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
2,1452426145769656320,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
3,1452426068594499589,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
4,1452426013753987075,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
5,1452425930891268103,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
6,1452425845629505538,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
7,1452425780378624001,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
8,1452425726892953600,"RT @MKBHD: Fun fact, right in the middle of #techtober is Ultimate frisbee's club National Championships, which is where I've been for the…"
